Espèce,Numéro nomenclatural,Nom retenu,Numéro nomenclatural nom retenu,Numéro taxonomique,Famille,Referentiel taxonomique,Commune,Identifiant Commune,Date,Lieu-dit,Station,Milieu,Notes,Latitude,Longitude,Altitude,Référentiel Géographique,Lumière,Température,Continentalité,Humidité Atmosphérique,Humidité,Réaction (pH),Nutriments,Salinité,Texture,Matière Organique,Code Catminat,Syntaxon,ext:personneStructure,ext:personneService,ext:personneFonction,ext:adresse,ext:latitudeDebutRue,ext:longitudeDebutRue,ext:latitudeFinRue,ext:longitudeFinRue,ext:typoUrbaine,ext:revetementSol,ext:presenceZoneVegetalise,ext:hauteurBatimentAvoisinant,ext:intensiteGestion,ext:periodiciteTraitementPhyto,ext:itineraireGestion,ext:dateDerniereIntervention,ext:hauteurPlante,ext:resistanceTraitementPhyto,ext:vitesseCroissance,ext:perceptionTechnicien,ext:perceptionRiverainMauvaise,ext:coteRue,ext:apparence
Diplotaxis erucoides subsp. erucoides,22622,Diplotaxis erucoides subsp. erucoides ,22622,1631,Brassicaceae,bdtfx,Montpellier,34,2012/03/11,Quatre-Seigneurs,friche à l'angle route de mende et rue arthur young,friche et talus,cueillette pour la soupe de salades sauvages,"43,64458","3,86166",,WGS84,8,8,3,3,4,8,7,0,3,0,13/3.0.2.0.6,"Diplotaxion erucoidis Braun-Blanquet in Braun-Blanquet, Gajewski, Wraber & Walas 1936 em. Brullo & Marceno 1980",,,,,,,,,,,,,,,,,,,,,,,
Sanguisorba minor Scop.,60289,Poterium sanguisorba L.,53054,4976,Rosaceae,bdtfx,Montpellier,34,2012/03/11,Quatre-Seigneurs,friche à l'angle route de mende et rue arthur young,friche et talus,cueillette pour la soupe de salades sauvages,"43,64458","3,86166",,WGS84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rumex pulcher subsp. woodsii (De Not.) Arcang.,58857,Rumex pulcher subsp. woodsii (De Not.) Arcang.,58857,4281,Polygonaceae,bdtfx,Montpellier,34,2012/03/11,Quatre-Seigneurs,friche à l'angle route de mende et rue arthur young,friche et talus,cueillette pour la soupe de salades sauvages,"43,64458","3,86166",,WGS84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valerianella,104310,Valerianella,104310,54310,Valerianaceae,bdtfx,Montpellier,34,2012/03/11,Quatre-Seigneurs,friche à l'angle route de mende et rue arthur young,friche et talus,cueillette pour la soupe de salades sauvages,"43,64458","3,86166",,WGS84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crepis foetida subsp. rhoeadifolia (M.Bieb.) Celak.,19660,Crepis foetida subsp. rhoeadifolia (M.Bieb.) Celak.,19660,720,Asteraceae,bdtfx,Montpellier,34,2012/03/11,Quatre-Seigneurs,friche à l'angle route de mende et rue arthur young,friche et talus,cueillette pour la soupe de salades sauvages,"43,64458","3,86166",,WGS84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crepis vesicaria subsp. taraxacifolia (Thuill.) Thell. ex Schinz & R.Keller,19797,Crepis vesicaria subsp. taraxacifolia (Thuill.) Thell. ex Schinz & R.Keller,19797,739,Asteraceae,bdtfx,Montpellier,34,2012/03/11,Quatre-Seigneurs,friche à l'angle route de mende et rue arthur young,friche et talus,cueillette pour la soupe de salades sauvages,"43,64458","3,86166",,WGS84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cichorium intybus L.,17314,Cichorium intybus L.,17314,661,Asteraceae,bdtfx,Montpellier,34,2012/03/11,Quatre-Seigneurs,friche à l'angle route de mende et rue arthur young,friche et talus,cueillette pour la soupe de salades sauvages,"43,64458","3,86166",,WGS84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foeniculum vulgare subsp. vulgare,27991,Foeniculum vulgare subsp. vulgare ,27991,10092,Apiaceae,bdtfx,Montpellier,34,2012/03/11,Quatre-Seigneurs,friche à l'angle route de mende et rue arthur young,friche et talus,cueillette pour la soupe de salades sauvages,"43,64458","3,86166",,WGS84,7,7,3,4,4,8,8,1,3,2,13/1.0.1.0.4,Smyrnion olusatri Rivas Goday 1964,,,,,,,,,,,,,,,,,,,,,,,
Daucus carota subsp. carota,21676,Daucus carota subsp. carota ,21676,9775,Apiaceae,bdtfx,Montpellier,34,2012/03/11,Quatre-Seigneurs,friche à l'angle route de mende et rue arthur young,friche et talus,cueillette pour la soupe de salades sauvages,"43,64458","3,86166",,WGS84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Torilis,103188,Torilis,103188,53188,Apiaceae,bdtfx,Montpellier,34,2012/03/11,Quatre-Seigneurs,friche à l'angle route de mende et rue arthur young,friche et talus,cueillette pour la soupe de salades sauvages,"43,64458","3,86166",,WGS84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beta vulgaris subsp. maritima (L.) Arcang.,9517,Beta vulgaris subsp. maritima (L.) Arcang.,9517,2333,Amaranthaceae,bdtfx,Montpellier,34,2012/03/11,Quatre-Seigneurs,friche à l'angle route de mende et rue arthur young,friche et talus,cueillette pour la soupe de salades sauvages,"43,64458","3,86166",,WGS84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rumex patientia L.,58833,Rumex patientia L.,58833,4278,Polygonaceae,bdtfx,Montpellier,34,2012/03/11,Quatre-Seigneurs,friche à l'angle route de mende et rue arthur young,friche et talus,cueillette pour la soupe de salades sauvages,"43,64458","3,86166",,WGS84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malva sylvestris L.,40893,Malva sylvestris L.,40893,3831,Malvaceae,bdtfx,Montpellier,34,2012/03/11,Quatre-Seigneurs,friche à l'angle route de mende et rue arthur young,friche et talus,cueillette pour la soupe de salades sauvages,"43,64458","3,86166",,WGS84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viola odorata L.,72389,Viola odorata L.,72389,5746,Violaceae,bdtfx,Montpellier,34,2012/03/11,Quatre-Seigneurs,friche à l'angle route de mende et rue arthur young,friche et talus,cueillette pour la soupe de salades sauvages,"43,64458","3,86166",,WGS84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Conyza sumatrensis (Retz.) E.Walker,18851,Erigeron sumatrensis Retz.,24956,702,Asteraceae,bdtfx,Montpellier,34,2012/03/11,Quatre-Seigneurs,friche à l'angle route de mende et rue arthur young,friche et talus,cueillette pour la soupe de salades sauvages,"43,64458","3,86166",,WGS84,8,6,4,4,5,6,7,0,4,0,13/4.0.1,,,,,,,,,,,,,,,,,,,,,,,,
Sixalix atropurpurea subsp. maritima (L.) Greuter & Burdet,64815,Scabiosa atropurpurea var. maritima (L.) Fiori,61097,2623,Caprifoliaceae,bdtfx,Montpellier,34,2012/03/11,Quatre-Seigneurs,friche à l'angle route de mende et rue arthur young,friche et talus,cueillette pour la soupe de salades sauvages,"43,64458","3,86166",,WGS84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alliaria petiolata (M.Bieb.) Cavara & Grande,2913,Alliaria petiolata (M.Bieb.) Cavara & Grande,2913,1468,Brassicaceae,bdtfx,Montpellier,34,2012/03/11,Quatre-Seigneurs,friche à l'angle route de mende et rue arthur young,friche et talus,cueillette pour la soupe de salades sauvages,"43,64458","3,86166",,WGS84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ranunculus ficaria L.,54960,Ficaria verna Huds.,27842,4516,Ranunculaceae,bdtfx,Montpellier,34,2012/03/11,Quatre-Seigneurs,friche à l'angle route de mende et rue arthur young,friche et talus,cueillette pour la soupe de salades sauvages,"43,64458","3,86166",,WGS84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vicia,103614,Vicia,103614,53614,Fabaceae,bdtfx,Montpellier,34,2012/03/11,Quatre-Seigneurs,friche à l'angle route de mende et rue arthur young,friche et talus,cueillette pour la soupe de salades sauvages,"43,64458","3,86166",,WGS84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ulmus minor subsp. minor,70297,Ulmus minor subsp. minor ,70297,5637,Ulmaceae,bdtfx,Montpellier,34,2012/03/11,Quatre-Seigneurs,friche à l'angle route de mende et rue arthur young,friche et talus,cueillette pour la soupe de salades sauvages,"43,64458","3,86166",,WGS84,7,6,4,5,5,7,7,0,2,3,16/1.0.2,,,,,,,,,,,,,,,,,,,,,,,,
Galium aparine subsp. aparine,28898,Galium aparine subsp. aparine ,28898,10168,Rubiaceae,bdtfx,Montpellier,34,2012/03/11,Quatre-Seigneurs,friche à l'angle route de mende et rue arthur young,friche et talus,cueillette pour la soupe de salades sauvages,"43,64458","3,86166",,WGS84,6,5,5,5,5,5,8,0,3,3,13/6.,,,,,,,,,,,,,,,,,,,,,,,,
Artemisia annua L.,6765,Artemisia annua L.,6765,430,Asteraceae,bdtfx,Montpellier,34,2012/03/11,Quatre-Seigneurs,friche à l'angle route de mende et rue arthur young,friche et talus,cueillette pour la soupe de salades sauvages,"43,64458","3,86166",,WGS84,9,6,7,3,5,7,6,0,3,0,13/4.0.3.0.1,"Chenopodion muralis Braun-Blanquet in Braun-Blanquet, Gajewski, Wraber & Walas 1936",,,,,,,,,,,,,,,,,,,,,,,
Sonchus tenerrimus L.,65231,Sonchus tenerrimus L.,65231,1234,Asteraceae,bdtfx,Montpellier,34,2012/03/11,Quatre-Seigneurs,friche à l'angle route de mende et rue arthur young,friche et talus,cueillette pour la soupe de salades sauvages,"43,64458","3,86166",,WGS84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Centranthus ruber (L.) DC.,75042,Centranthus ruber (L.) DC.,75042,30034,Caprifoliaceae,bdtfx,Montpellier,34,2012/03/11,Quatre-Seigneurs,friche à l'angle route de mende et rue arthur young,friche et talus,cueillette pour la soupe de salades sauvages,"43,64458","3,86166",,WGS84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silene latifolia Poir.,64191,Silene latifolia Poir.,64191,14524,Caryophyllaceae,bdtfx,Montpellier,34,2012/03/11,Quatre-Seigneurs,friche à l'angle route de mende et rue arthur young,friche et talus,cueillette pour la soupe de salades sauvages,"43,64458","3,86166",,WGS84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prunus dulcis (Mill.) D.A.Webb,53514,Prunus dulcis (Mill.) D.A.Webb,53514,4838,Rosaceae,bdtfx,Montpellier,34,2012/02/29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ephedra major subsp. villarsii (Godr. & Gren.) P.Fourn.,23998,Ephedra major Host,75108,7318,Ephedraceae,bdtfx,MONTPELLIER,34,2012/03/10,Parc Méric,,,"fleur femelle et fleurs mâles, plante dioïque","43,63143","3,89135",,WGS84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capsella bursa-pastoris (L.) Medik.,75016,Capsella bursa-pastoris (L.) Medik.,75016,30008,Brassicaceae,bdtfx,Montpellier,34,2012/09/30,chemin de l'aqueduc,,talus enherbé,"Projet Biodiversité près de chez vous
Lycée Jules Guesde","43,6111","3,85237",,WGS84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crocus sativus L.,19911,Crocus sativus L.,19911,6080,Iridaceae,bdtfx,Montpellier,34,2011/11/03,,,,Culture en pot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cinnamomum camphora,,,0,0,,,Montpellier,34,2012/03/20,,Jardin des plantes,,"Camphrier, arbre à camphre",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chelidonium majus L.,16703,Chelidonium majus L.,16703,4026,Papaveraceae,bdtfx,Montpellier,34,2012/03/20,,Jardin des plantes,,Chelidoine: Plante Médicinale utilisée en usage interne contre les problèmes digestifs comme les spasmes et en usage externe contre les verrues.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allium triquetrum L.,3268,Allium triquetrum L.,3268,6253,Amaryllidaceae,bdtfx,Montpellier,34,2012/03/20,,Jardin des plantes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamium purpureum L.,37538,Lamium purpureum L.,37538,3568,Lamiaceae,bdtfx,Montpellier,34,2012/03/20,,Jardin des plantes,,Lamier pourpre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oxalis corniculata L.,47119,Oxalis corniculata L.,47119,4010,Oxalidaceae,bdtfx,Montpellier,34,2012/03/20,,Jardin des plantes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prunus dulcis (Mill.) D.A.Webb,53514,Prunus dulcis (Mill.) D.A.Webb,53514,4838,Rosaceae,bdtfx,Montpellier,34,2012/03/14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer negundo L.,74932,Acer negundo L.,74932,29924,Sapindaceae,bdtfx,Montpellier,34,2012/03/28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer negundo L.,74932,Acer negundo L.,74932,29924,Sapindaceae,bdtfx,Montpellier,34,2012/03/28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer negundo L.,74932,Acer negundo L.,74932,29924,Sapindaceae,bdtfx,Montpellier,34,2012/03/28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salix babylonica L.,59332,Salix babylonica L.,59332,5142,Salicaceae,bdtfx,Montpellier,34,2012/03/28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prunus dulcis (Mill.) D.A.Webb,53514,Prunus dulcis (Mill.) D.A.Webb,53514,4838,Rosaceae,bdtfx,Montpellier,34,2012/03/28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cymbalaria muralis P.Gaertn., B.Mey. & Scherb.",75081,"Cymbalaria muralis P.Gaertn., B.Mey. & Scherb.",75081,30073,Plantaginaceae,bdtfx,Montpellier,34,2012/03/29,La Promenade du Peyrou,Murs de la promenade du Peyrou,mur,,"43,61105","3,8682",,WGS84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hedera helix L.,30892,Hedera helix L.,30892,329,Araliaceae,bdtfx,Montpellier,34,2012/03/21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Veronica hederifolia L.,71191,Veronica hederifolia L.,71191,14890,Plantaginaceae,bdtfx,Montpellier,34,2012/03/13,Institut de Botanique,,,en fleur,"43,61543","3,87201",,WGS84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oxalis corniculata L.,47119,Oxalis corniculata L.,47119,4010,Oxalidaceae,bdtfx,Montpellier,34,2012/03/11,Aigua,,,photo aussi du 25/03/2012,"43,63231","3,87438",,WGS84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer negundo L.,74932,Acer negundo L.,74932,29924,Sapindaceae,bdtfx,Montpellier,34,2012/04/01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acer negundo L.,74932,Acer negundo L.,74932,29924,Sapindaceae,bdtfx,Montpellier,34,2012/04/01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tristagma uniflorum (Lindl.) Traub,69663,Tristagma uniflorum (Lindl.) Traub,69663,6329,Amaryllidaceae,bdtfx,Montpellier,34,2012/03/11,Aigua,,,En fleur ; planté,"43,63231","3,87438",,WGS84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crepis vesicaria subsp. taraxacifolia (Thuill.) Thell. ex Schinz & R.Keller,19797,Crepis vesicaria subsp. taraxacifolia (Thuill.) Thell. ex Schinz & R.Keller,19797,739,Asteraceae,bdtfx,Montpellier,34,2012/04/20,Université de Montpellier 2,Platebandes,,,"43,6291","3,86945",,WGS84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ajuga chamaepitys (L.) Schreb.,74943,Ajuga chamaepitys (L.) Schreb.,74943,29935,Lamiaceae,bdtfx,Montpellier,34,2012/04/20,Université de Montpellier 2,Platebandes,,,"43,6291","3,86945",,WGS84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantago lanceolata L.,49948,Plantago lanceolata L.,49948,4094,Plantaginaceae,bdtfx,Montpellier,34,2012/04/20,Université de Montpellier 2,Platebandes,,,"43,6291","3,86945",,WGS84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sherardia arvensis L.,63722,Sherardia arvensis L.,63722,14514,Rubiaceae,bdtfx,Montpellier,34,2012/04/20,Université de Montpellier 2,Platebandes,,,"43,6291","3,86945",,WGS84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Veronica cymbalaria Bodard,71145,Veronica cymbalaria Bodard,71145,5506,Plantaginaceae,bdtfx,Montpellier,34,2012/04/20,Université de Montpellier 2,Platebandes,,,"43,6291","3,86945",,WGS84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Urospermum dalechampii (L.) Scop. ex F.W.Schmidt,70381,Urospermum dalechampii (L.) Scop. ex F.W.Schmidt,70381,1286,Asteraceae,bdtfx,Montpellier,34,2012/04/20,Université de Montpellier 2,Platebandes,,,"43,6291","3,86945",,WGS84,9,8,4,4,4,7,5,0,3,2,09/3.,,,,,,,,,,,,,,,,,,,,,,,,
Aristolochia paucinervis Pomel,6463,Aristolochia paucinervis Pomel,6463,336,Aristolochiaceae,bdtfx,Montpellier,34,2012/04/20,Montpellier-sud,talus voie ferrée,cannier-roncier,En fleurs et jeunes fruits.,"43,58258","3,87534",,WGS84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rubus ulmifolius Schott,58514,Rubus ulmifolius Schott,58514,4969,Rosaceae,bdtfx,Montpellier,34,2012/04/20,Montpellier-sud,talus voie ferrée,cannier-roncier,,"43,58258","3,87534",,WGS84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arundo donax L.,7099,Arundo donax L.,7099,6639,Poaceae,bdtfx,Montpellier,34,2012/04/20,Montpellier-sud,talus voie ferrée,cannier-roncier,,"43,58258","3,87534",,WGS84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galium aparine subsp. aparine,28898,Galium aparine subsp. aparine ,28898,10168,Rubiaceae,bdtfx,Montpellier,34,2012/04/20,Montpellier-sud,talus voie ferrée,cannier-roncier,,"43,58258","3,87534",,WGS84,6,5,5,5,5,5,8,0,3,3,13/6.,,,,,,,,,,,,,,,,,,,,,,,,
Prunus cerasifera Ehrh.,53439,Prunus cerasifera Ehrh.,53439,4832,Rosaceae,bdtfx,Montpellier,34,2012/04/20,Montpellier-sud,talus voie ferrée,cannier-roncier,f. atropurpurea et f. cerasifera,"43,58258","3,87534",,WGS84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geranium robertianum subsp. purpureum (Vill.) Nyman,30048,Geranium purpureum Vill.,30034,3437,Geraniaceae,bdtfx,Montpellier,34,2012/04/20,Montpellier-sud,talus voie ferrée,cannier-roncier,en fleurs,"43,58258","3,87534",,WGS84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Artemisia annua L.,6765,Artemisia annua L.,6765,430,Asteraceae,bdtfx,Montpellier,34,2012/04/20,Montpellier-sud,talus voie ferrée,cannier-roncier,,"43,58258","3,87534",,WGS84,9,6,7,3,5,7,6,0,3,0,13/4.0.3.0.1,"Chenopodion muralis Braun-Blanquet in Braun-Blanquet, Gajewski, Wraber & Walas 1936",,,,,,,,,,,,,,,,,,,,,,,
Cornus mas L.,18956,Cornus mas L.,18956,2475,Cornaceae,bdtfx,Montpellier,34,2012/03/28,bord d'un bassin de rétention du Verdanson,,,,"43,62574","3,85358",,WGS84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laurus nobilis L.,38070,Laurus nobilis L.,38070,3750,Lauraceae,bdtfx,Montpellier,34,2012/04/29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magnolia grandiflora L.,40664,Magnolia grandiflora L.,40664,3798,Magnoliaceae,bdtfx,Montpellier,34,2012/05/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pistacia lentiscus L.,49751,Pistacia lentiscus L.,49751,55,Anacardiaceae,bdtfx,Montpellier,34,2012/04/29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pittosporum tobira (Thunb.) W.T.Aiton,49807,Pittosporum tobira (Thunb.) W.T.Aiton,49807,4074,Pittosporaceae,bdtfx,Montpellier,34,2012/05/02,,,,,,,,,7,8,2,4,3,5,5,1,4,2,15/1.,,,,,,,,,,,,,,,,,,,,,,,,
Platanus x hispanica Mill. ex Münchh.,50147,Platanus x hispanica Mill. ex Münchh.,50147,4109,Platanaceae,bdtfx,Montpellier,34,2012/05/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhus typhina L.,56081,Rhus typhina L.,56081,13798,Anacardiaceae,bdtfx,Montpellier,34,2012/05/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robinia pseudoacacia L.,56245,Robinia pseudoacacia L.,56245,3124,Fabaceae,bdtfx,Montpellier,34,2012/05/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ulmus minor Mill.,70296,Ulmus minor Mill.,70296,14872,Ulmaceae,bdtfx,Montpellier,34,2012/04/29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viburnum tinus L.,71463,Viburnum tinus L.,71463,1973,Adoxaceae,bdtfx,Montpellier,34,2012/04/29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viburnum tinus L.,71463,Viburnum tinus L.,71463,1973,Adoxaceae,bdtfx,Montpellier,34,2012/04/29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vitex agnus-castus L.,72745,Vitex agnus-castus L.,72745,5714,Lamiaceae,bdtfx,Montpellier,34,2012/05/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tordylium apulum L.,68535,Tordylium apulum L.,68535,305,Apiaceae,bdtfx,Montpellier,34,2012/05/09,Bd Jacques Fabre de Morlhon,,,plusieurs pieds en fleur ( moins de 10 ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campanula erinus L.,12444,Campanula erinus L.,12444,1875,Campanulaceae,bdtfx,Montpellier,34,2012/05/15,Hôpital St Eloi,Proximité de la station de tramway,Dallage,,"43,62912","3,86706",,WGS84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nymphaea L.,86876,Nymphaea L.,86876,35831,Nymphaeaceae,bdtfx,Montpellier,34,2012/05/15,Jardin des plantes,,,Dans la mare des l'observatoire du jardin des plantes de Montpellier,"43,61439","3,87113",,WGS84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nymphaea L.,86876,Nymphaea L.,86876,35831,Nymphaeaceae,bdtfx,Montpellier,34,2012/05/15,Jardin des plantes,,,Dans la mare des l'observatoire du jardin des plantes de Montpellier,"43,61439","3,87113",,WGS84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nymphaea L.,86876,Nymphaea L.,86876,35831,Nymphaeaceae,bdtfx,Montpellier,34,2012/05/15,Jardin des plantes,,,Dans la mare des l'observatoire du jardin des plantes de Montpellier,"43,61439","3,87113",,WGS84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Celtis australis L.,14954,Celtis australis L.,14954,5634,Cannabaceae,bdtfx,Montpellier,34,2012/05/05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diospyros kaki L.f.,22549,Diospyros kaki L.f.,22549,2631,Ebenaceae,bdtfx,Montpellier,34,2012/05/24,,,,,,,,,0,0,0,0,0,0,0,0,0,0,15/1.,,,,,,,,,,,,,,,,,,,,,,,,
Erigeron annuus (L.) Desf.,24864,Erigeron annuus (L.) Desf.,24864,9945,Asteraceae,bdtfx,Montpellier,34,2012/05/24,Avenue du Val de Montferrand,"43.63437,3.87319;43.63734,3.87367;2cotes",Pelouse,,"43,63834","3,8736",,WGS84,,,,,,,,,,,,,,,,Avenue du Val de Montferrand,"43,63437","3,87319","43,63734","3,87367",,,,,,,,,,,,,,2cotes,
Oxalis corniculata L.,47119,Oxalis corniculata L.,47119,4010,Oxalidaceae,bdtfx,Montpellier,34,2012/05/24,Avenue du Val de Montferrand,"43.63437,3.87319;43.63734,3.87367;2cotes","Fissures,Mur",,"43,63834","3,8736",,WGS84,,,,,,,,,,,,,,,,Avenue du Val de Montferrand,"43,63437","3,87319","43,63734","3,87367",,,,,,,,,,,,,,2cotes,
Veronica persica Poir.,71290,Veronica persica Poir.,71290,5522,Plantaginaceae,bdtfx,Montpellier,34,2012/05/24,Avenue du Val de Montferrand,"43.63437,3.87319;43.63734,3.87367;2cotes","Fissures,Mur",,"43,63834","3,8736",,WGS84,,,,,,,,,,,,,,,,Avenue du Val de Montferrand,"43,63437","3,87319","43,63734","3,87367",,,,,,,,,,,,,,2cotes,
Hedera helix L.,30892,Hedera helix L.,30892,329,Araliaceae,bdtfx,Montpellier,34,2012/05/24,Avenue du Val de Montferrand,"43.63437,3.87319;43.63734,3.87367;2cotes",Mur,,"43,63834","3,8736",,WGS84,,,,,,,,,,,,,,,,Avenue du Val de Montferrand,"43,63437","3,87319","43,63734","3,87367",,,,,,,,,,,,,,2cotes,
Sagina apetala Ard.,59056,Sagina apetala Ard.,59056,2161,Caryophyllaceae,bdtfx,Montpellier,34,2012/05/24,Avenue du Val de Montferrand,"43.63437,3.87319;43.63734,3.87367;2cotes",Fissures,,"43,63834","3,8736",,WGS84,,,,,,,,,,,,,,,,Avenue du Val de Montferrand,"43,63437","3,87319","43,63734","3,87367",,,,,,,,,,,,,,2cotes,
Asparagus acutifolius L.,7214,Asparagus acutifolius L.,7214,6269,Asparagaceae,bdtfx,Montpellier,34,2012/05/24,Avenue du Val de Montferrand,"43.63437,3.87319;43.63734,3.87367;2cotes",Haie,,"43,63834","3,8736",,WGS84,,,,,,,,,,,,,,,,Avenue du Val de Montferrand,"43,63437","3,87319","43,63734","3,87367",,,,,,,,,,,,,,2cotes,
Fumaria capreolata L.,75465,Fumaria capreolata L.,75465,30457,Papaveraceae,bdtfx,Montpellier,34,2012/05/24,Avenue du Val de Montferrand,"43.63437,3.87319;43.63734,3.87367;2cotes",Pelouse,,"43,63834","3,8736",,WGS84,,,,,,,,,,,,,,,,Avenue du Val de Montferrand,"43,63437","3,87319","43,63734","3,87367",,,,,,,,,,,,,,2cotes,
Fumaria officinalis L.,28525,Fumaria officinalis L.,28525,3314,Papaveraceae,bdtfx,Montpellier,34,2012/05/24,Avenue du Val de Montferrand,"43.63437,3.87319;43.63734,3.87367;2cotes","Pelouse,Plate bande",,"43,63834","3,8736",,WGS84,,,,,,,,,,,,,,,,Avenue du Val de Montferrand,"43,63437","3,87319","43,63734","3,87367",,,,,,,,,,,,,,2cotes,
